11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,2,22
23,2,23
24,3,24
25,3,25
26,4,26
27,4,27
28,4,28
29,5,29
30,6,30
31,6,31
32,6,32
33,7,33
34,8,34
35,8,35
36,8,36
37,8,37
38,8,38
39,8,39
40,8,40
41,8,41
42,8,42
43,8,43
44,8,44
45,8,45
46,8,46
47,8,47
48,8,48
49,8,49
50,8,50
51,8,51
52,8,52
53,8,53
54,8,54
55,8,55
56,8,56
57,8,57
58,8,58
59,8,59
60,8,60
61,8,61
62,8,62
63,8,63
64,8,64
65,8,65
66,8,66
67,8,67
68,8,68
69,8,69
70,8,70
71,8,71
72,8,72
73,8,73
74,8,74
75,8,75
76,8,76
77,8,77
78,8,78
79,8,79
80,8,80
81,8,81
82,8,82
83,8,83
84,8,84
85,8,85
86,8,86
87,8,87
88,8,88
89,8,89
90,8,90
91,8,91
92,8,92
93,8,93
94,8,94
95,8,95
96,8,96
97,8,97
98,8,98
99,8,99
100,8,100
101,8,101
102,8,102
103,8,103
104,8,104
105,8,105
106,8,106
107,8,107
108,8,108
109,8,109
110,8,110
111,8,111
112,8,112
113,8,113
114,8,114
115,8,115
116,8,116
117,8,117
118,8,118
119,8,119
120,8,120
121,8,121
122,8,122
123,8,123
124,8,124
125,8,125
126,8,126
127,8,127
128,8,128
129,8,129
130,8,130
131,8,131
132,8,132
133,8,133
134,8,134
135,8,135
136,8,136
137,8,137
138,8,138
139,8,139
140,8,140
141,8,141
142,8,142
143,8,143
144,8,144
145,8,145
146,9,146
147,9,147
148,9,148
149,9,149
150,9,150
151,9,151
152,9,152
153,9,153
154,9,154
155,10,155
156,10,156
157,10,157
158,10,158
159,10,159
160,10,160
161,10,161
162,10,162
163,10,163
164,10,164
165,10,165
166,10,166
167,10,167
168,10,168
169,10,169
170,10,170
171,10,171
172,10,172
173,10,173
174,10,174
175,10,175
176,10,176
177,10,177
178,10,178
179,10,179
180,10,180
181,10,181
182,10,182
183,10,183
184,10,184
185,10,185
186,10,186
187,10,187
188,10,188
189,10,189
190,10,190
191,10,191
192,10,192
193,10,193
194,10,194
195,10,195
196,10,196
197,10,197
198,10,198
199,10,199
200,10,200
201,10,201
202,10,202
203,10,203
204,10,204
205,10,205
206,10,206
207,10,207
208,10,208
209,10,209
210,10,210
211,10,211
212,10,212
213,10,213
214,10,214
215,10,215
216,10,216
217,10,217
218,10,218
219,10,219
220,10,220
221,10,221
222,10,222
223,10,223
224,10,224
225,10,225
226,10,226
227,10,227
228,10,228
229,10,229
230,10,230
231,10,231
232,10,232
233,10,233
